,county,state,tile_count,solar_system_count,total_panel_area,land_area,total_area,population,population_density,average_household_income,race_asian_rate,race_black_africa_rate,race_indian_alaska_rate,race_islander_rate,race_white_rate,race_other_rate,race_two_more_rate,diversity,voting_2016_dem_percentage,voting_2016_gop_percentage,avg_electricity_retail_rate,gini_index,ratio_panels_to_housing_units,education_highschool_percentage,education_bachelor_percentage,employed_percentage
2273,Polk County,mo,14.0,11.0,732.9636678912,635.5227,642.4109,31107,49.45917000000001,52390.60232599999,0.003887168490849,0.00918578218647,0.006517383612484251,0.0,0.955274348118,0.0040892597565775,0.021046057835760003,0.08630364820395,0.19184477350600002,0.761178787658,9.24,0.41957500000000003,0.0010501837821618783,0.2461182370527534,0.06570868293310188,0.4172051306779824
2325,Pulaski County,mo,70.0,58.0,3276.9763650399996,547.098747,551.479984,53443,648.6969055555555,54048.183481533335,0.02479769517710889,0.11565042710612888,0.007699020120264444,0.009941011427744444,0.7597444668706667,0.03152350847965,0.05064387081862222,0.3740361952192222,0.217064643309,0.734211113591,9.24,0.3520222222222222,0.003808073115003808,0.16722489381209887,0.08418314840110024,0.28589338173380985
2332,Putnam County,mo,0.0,0.0,0.0,517.31711,519.61147,4895,25.957931500000008,43233.16476475,0.008296352610455,0.00421660140923,0.0016210374639749998,0.0,0.9778488813299999,0.0004719207173195,0.007545206468715,0.0436163145044,0.150298889838,0.826643894108,9.24,0.4255,0.0,0.29560776302349334,0.0853932584269663,0.4283963227783453
2347,Ralls County,mo,1.0,1.0,178.660002612,469.78073,483.83380999999997,10243,29.46905,57141.064034200004,0.0,0.01409493438713,0.007955765192893332,0.00019794140934300002,0.9698532575650001,0.00021609940572666665,0.007682002039866666,0.05857241183853334,0.216103304216,0.7537030003800002,9.24,0.37579999999999997,0.00019466614755693986,0.3461876403397442,0.058771844186273556,0.4706628917309382
2356,Randolph County,mo,22.0,14.0,1527.4358124932999,482.68392900000003,487.82516,25135,501.3681583333334,52327.53900406667,0.004438839804759999,0.047634023603738335,0.004219202143738333,0.0007720923703233334,0.9078422010319999,0.0029165725688740005,0.03217706847662833,0.1703604927689,0.221456979338,0.7303327189830001,9.24,0.4172666666666667,0.002061662449629838,0.2647702407002188,0.06103043564750348,0.3787149393276308
2365,Ray County,mo,5.0,4.0,112.0152896411,568.80532,573.93597,23031,123.3179025,62778.0141959,0.00211161959755,0.013323787103972501,0.0038856532434524997,0.00024536835147225,0.9584007377747501,0.0032485382132924996,0.018784295715625,0.08044336451797499,0.285002307337,0.655560682972,9.24,0.389875,0.0005017057997190448,0.32395466979288784,0.06308888020494116,0.440580087707872
2380,Reynolds County,mo,1.0,1.0,7.642185433230001,808.4775,814.4131,6578,8.2993285,48433.092574899994,0.0004177109440265,0.014805734344794999,0.008505762043000001,0.0009480420912395,0.9609408802665,0.00234348844995,0.01203838186026,0.0759829350786,0.178100263852,0.792216358839,9.24,0.45195,0.00024906600249066,0.3175737306172089,0.041349954393432656,0.36546062633019155
2404,Ripley County,mo,1.0,1.0,16.234643348,629.5366200000001,631.6406000000001,13990,43.74151025,42257.651078575,0.000435729847495,0.00306958487037,0.0019270179446700003,0.0,0.96351174422775,0.0016535020833075,0.029402421026600005,0.0704184951287,0.150416817688,0.819137368612,9.24,0.40737500000000004,0.00015267175572519084,0.270192994996426,0.043674052894924945,0.3917083631165118
2466,Saline County,mo,14.0,13.0,948.498541552,755.5039843000001,766.9164323,23334,948.3756577500001,51295.6457398125,0.0033450956332612496,0.048988370913287504,0.0021602150059925,0.010171639450844625,0.85495580480175,0.03732438778278126,0.043054486412099996,0.2518946678139125,0.301460248783,0.646511627907,9.24,0.40593749999999995,0.0013884756520876724,0.2564498157195509,0.07508356904088455,0.45607268363761033
2514,Schuyler County,mo,10.0,3.0,810.288110638,307.3032,308.15909999999997,4395,14.321634999999999,50223.927175000004,0.002759571156395,0.003305838993914,0.0007180469124,0.00455333911535,0.9801535486965001,0.0,0.008509655125744999,0.0391388730311,0.18313502327999998,0.778582514227,9.24,0.44435,0.004791566842357451,0.3051194539249147,0.05233219567690557,0.43026166097838453
2518,Scotland County,mo,3.0,3.0,228.213116068,436.670553,439.295547,4873,149.1210015,52710.204415700005,0.0,0.008967118680305,0.0,0.0,0.9882730694165001,0.0,0.002759811903115,0.0232254852612,0.18546747967500002,0.774898373984,9.24,0.4465,0.0012760527435133986,0.259183254668582,0.06689924071413914,0.4500307818592243
2527,Scott County,mo,31.0,25.0,1675.2194364984,419.98988299999996,425.85737800000004,39061,366.16908499999994,51446.84016505001,0.004315859135031,0.10703747812143471,0.0036761099561749997,0.0,0.8673802160626,0.002133139660559,0.015457197064298,0.18179479448282002,0.20726049640500005,0.7636279285549998,9.239999999999998,0.42596,0.0018236366845108536,0.28371009446762757,0.05767901487417117,0.4423849875835232
2551,Shannon County,mo,2.0,2.0,79.9502974108,1003.8198,1003.999,8317,10.2231775,47055.6209223,0.0,0.003056465248455,0.026069789546999997,0.0,0.954927406131,0.00341898052217,0.01252735855135,0.08698752614735,0.19877049180300002,0.759733606557,9.24,0.4554,0.0004847309743092584,0.26391727786461466,0.06516772874834675,0.4041120596368883
2563,Shelby County,mo,3.0,2.0,105.545978928,500.86359999999996,502.317,6179,13.438222999999999,49725.61037419999,0.0005133470225866667,0.017873775418006665,0.00017111567419566664,0.00034223134839,0.97778807718,0.0,0.003311453356663333,0.04335861742923333,0.186346863469,0.776137761378,9.24,0.42060000000000003,0.0009407337723424271,0.3206020391649134,0.06068943194691698,0.4673895452338566
2617,St. Charles County,mo,1262.0,656.0,79156.55581423534,560.4352643,592.6075457000003,374805,2681.5777839240513,87177.99362813206,0.02150974004779372,0.04800231161685026,0.001979194100979359,0.0004497174981255128,0.9003688267642951,0.005923924616968975,0.02176628535496205,0.1801226607714906,0.3419576669190005,0.6059705382609996,9.240000000000006,0.37024102564102573,0.008661395706363586,0.17365563426315017,0.1554568375555289,0.5308360347380638
2622,St. Clair County,mo,3.0,2.0,238.174486387,669.9829,702.0514000000001,9520,15.411674666666665,43004.62566796667,0.0029422474186500003,0.011213477511700001,0.0034188960088266667,0.0,0.9612126875999999,0.00344407478428,0.01776861667685667,0.0752630417335,0.20215982721400003,0.756155507559,9.24,0.4458666666666667,0.0005358099660653688,0.33960084033613447,0.045588235294117645,0.35798319327731093
2625,St. Francois County,mo,55.0,33.0,2853.2979036902,451.886624,454.673202,66010,729.2004081818181,50926.67970457272,0.0034025640692746367,0.037253983315917276,0.002287838211115636,0.0,0.9439185986380909,0.003266875753866637,0.009870140011678182,0.09629732357608183,0.25289309702999996,0.706765396132,9.239999999999998,0.420690909090909,0.001884400589303457,0.2378730495379488,0.058157854870474174,0.3845477957885169
2635,St. Louis County,mo,2761.0,1586.0,141639.20369706213,507.7997418999999,523.0177997000001,1001327,3253.9652229145745,87177.50405448793,0.03547047718030861,0.24773328457974064,0.0016371192616497587,0.00017274935006383418,0.6834998035449343,0.006618583233906057,0.024867982849441504,0.28084517180666524,0.5578349649349984,0.39539973743400014,9.240000000000007,0.41760954773869347,0.006302559373259435,0.15067805022734831,0.1670633069916221,0.4915676896758002
2636,St. Louis city,mo,1042.0,537.0,61596.61748756804,61.90884729999999,66.03360620000001,317850,6418.287585849058,47138.43075113681,0.02548827217617802,0.5318564750419682,0.0024449123760807837,0.000527650080669434,0.40837155335976594,0.007440174907648588,0.023870962057652562,0.30385657774041025,0.796582498057001,0.159187774228,9.240000000000007,0.4676254716981133,0.005934244921436748,0.1619191442504326,0.1255088878401762,0.4630926537675004
2655,Ste. Genevieve County,mo,6.0,5.0,289.0198449953,499.15270999999996,506.77459999999996,17990,98.030545,58818.496128725004,0.0006738544474400001,0.008254954843275,0.00089058524173,0.014403687343950004,0.9685449132775,7.992327365725e-05,0.007152081572254999,0.059770826691724996,0.300271899752,0.6496039721010001,9.24,0.39085000000000003,0.0006959749449019835,0.2899944413563091,0.062034463590883826,0.46209005002779324
2672,Stoddard County,mo,54.0,38.0,4224.9057274154,823.221902,829.021071,29837,250.93912125,52213.367912412505,0.00042513699025987497,0.01806454364368625,0.00132085478444675,0.0,0.9679064057821251,0.0014544798788062503,0.010828578920604001,0.0607700283846675,0.141060400663,0.8342370838979998,9.24,0.43662500000000004,0.003970004411116012,0.2780440392800885,0.06163488286355867,0.4133793611958307
2675,Stone County,mo,12.0,9.0,309.00652170169997,464.03330000000005,510.77742,31375,125.942065,53339.696096733336,0.0004620757027978334,0.0011252144819293333,0.004356248663473333,0.0003278493085366666,0.965649898539,0.0059152630612383334,0.022163450243049998,0.06671260105665,0.17450719554999997,0.7950780021770001,9.24,0.4175499999999999,0.0005847383295975051,0.3048286852589641,0.08254980079681275,0.3827569721115538
2687,Sullivan County,mo,4.0,4.0,104.42816922200001,647.9812900000001,651.5039400000001,6512,17.38040866666667,49204.75855316667,0.00545502505151,0.0071651934531266675,0.00770045788419,0.0,0.9434666545663334,0.02141682853183,0.014795840513100003,0.10680313738463333,0.21175523349399997,0.75845410628,9.24,0.39886666666666665,0.0011965300628178283,0.3247850122850123,0.056511056511056514,0.42905405405405406
2726,Taney County,mo,181.0,108.0,8695.879394157,632.4364840000002,651.639904,53555,214.28541549999994,51663.52199431999,0.012480355429087002,0.008721361878194,0.0037482502193102,0.00020766762947659994,0.9277031674902,0.022950408358751,0.024188788995100997,0.13465117718337,0.18663190734599996,0.7795204923289998,9.239999999999998,0.42535,0.006036150203428266,0.24380543366632434,0.08492204275977966,0.4371954065913547
2752,Texas County,mo,11.0,9.0,791.0181550302,1177.266,1179.2239,25735,23.1089725,46139.489162699996,0.0010015411873385,0.0160161175449025,0.024430994578695,0.0,0.9312689607795,0.0031877630863699994,0.02409462282345,0.1304728690345,0.158024691358,0.811614083219,9.24,0.44605,0.0009475407011801188,0.30064115018457355,0.06116184184962114,0.3552360598406839
2862,Vernon County,mo,95.0,47.0,4642.373973622,826.397786,836.828913,20878,283.20349500000003,53318.137298733345,0.005063723912244334,0.0075412476840631655,0.005845371520441667,0.0,0.9662500180100001,0.0011868521838853334,0.014112786689316667,0.06550459349223334,0.19892723880600002,0.7609608208959999,9.24,0.39885,0.010024269283528543,0.2731583485008143,0.0670083341316218,0.45258166491043206
2903,Warren County,mo,22.0,13.0,1395.72924079455,428.60111,437.76999,33043,134.13463199999998,66886.1039532,0.0042003470681219995,0.019908098197547595,0.0017032189449339998,0.0013143758267079998,0.9372535843944,0.018757786349044004,0.016862589219348002,0.11845855527543998,0.24831916783000002,0.704617531397,9.24,0.41504,0.001477204055596589,0.2540931513482432,0.07269315740096238,0.44980782616590503
2932,Washington County,mo,4.0,4.0,33.94619246719,759.91265,762.48828,25048,109.208142,46686.17864732,0.0013514725681300001,0.021006020093032002,0.006449511843130801,0.000524809160306,0.947241347164,0.00020295736752180002,0.023223881803620002,0.09854737599508001,0.20756547041700002,0.7594568380210001,9.24,0.43206000000000006,0.00036707350646967055,0.28908495688278507,0.02934366017246886,0.3642606196103481
2963,Wayne County,mo,0.0,0.0,0.0,759.17643,774.06415,13397,26.006204999999998,44517.451690099995,0.0007533471202675001,0.0060042818622699995,0.003496247076855,0.00011723329425549999,0.9706778803637499,0.0007262617360575001,0.01822474854665,0.05729314158222501,0.164865806901,0.8086441268729999,9.24,0.43215000000000003,0.0,0.2625961036052848,0.05501231619019183,0.35172053444801077
2980,Webster County,mo,18.0,16.0,1108.3660402731,592.56224,593.76359,36690,96.5131075,53550.17033955,0.00268270742814625,0.015942458983223752,0.00501712467069125,0.001394564487145,0.95045366134375,0.009566569254555374,0.014942913832475,0.09488039162100001,0.19011384062300002,0.7686638705810002,9.24,0.41023750000000003,0.0012441249654409731,0.2630962115017716,0.06587626056146088,0.39746524938675387
3072,Worth County,mo,6.0,1.0,307.915375618,266.6126,266.8194,2082,7.809083,54629.33333330001,0.0,0.0,0.0,0.0,0.974063400576,0.0,0.025936599423599997,0.05052778446830001,0.18642447418699998,0.7724665391969999,9.24,0.41100000000000003,0.004709576138147566,0.30067243035542746,0.07829010566762729,0.46733909702209414
3075,Wright County,mo,22.0,11.0,2034.923407545,681.77142,683.1356800000001,18449,51.1115875,46629.370039249996,0.005495141138350001,0.0070008329180527495,0.0015908158880325002,0.0,0.964010617201,0.007876734293310251,0.014025858561299998,0.069907331275,0.14419985159499998,0.8289636408609999,9.24,0.49077499999999996,0.0025498377375985167,0.2749742533470649,0.048620521437476284,0.3568215079408098
13,Adams County,ms,2.0,2.0,79.6180541018,462.406888,487.547459,31979,880.580071111111,44184.56330731111,0.0015862222511455555,0.6042955809677777,0.0004385034302288889,0.0,0.3689060647317778,0.016895686753306667,0.00787794186574889,0.3835676980264111,0.5666448337969999,0.41960045849000005,9.1,0.4970111111111112,0.0001367801942278758,0.25257200037524624,0.07780105694361925,0.3355326933299978
31,Alcorn County,ms,17.0,16.0,1075.0843474073,400.0376600000001,401.36032,37319,200.47746285714288,47274.273829514284,0.0034627689546342854,0.09856340377644715,0.0019144754148442858,0.0,0.8617649603850001,0.013704790596184286,0.02058960087285443,0.22105723246785716,0.18158446654499996,0.7994722955149999,9.1,0.43744285714285713,0.0009941520467836257,0.24585331868485222,0.06958921728878051,0.39615209410755914
55,Amite County,ms,1.0,1.0,169.24274707700002,730.1003000000001,731.5976,12840,18.323893333333334,42558.124358533336,0.0008237232289966667,0.4177725023143333,0.0002337540906966667,0.0,0.5800135333683333,0.0,0.001156486998016,0.4794135832326667,0.382198208446,0.608844021044,9.1,0.4549,0.0001506931886678722,0.26409657320872276,0.053738317757009345,0.35529595015576326
100,Attala County,ms,28.0,16.0,4317.920686354,734.981962,736.6890769999999,19175,253.7947166666667,50365.14024510001,0.0015169421711399998,0.41945191319299996,0.00018779342723,0.0,0.5646993975905,0.0035113003706266667,0.010632653247316666,0.46925048282733334,0.393123446562,0.592101629384,9.1,0.48806666666666665,0.0030668127053669223,0.20876140808344198,0.06091264667535854,0.3464406779661017
182,Benton County,ms,3.0,1.0,442.82935892300003,406.6163,408.65469999999993,8470,20.77918,48194.34135809999,0.0,0.3140113607695,0.00087919817127,0.0,0.6656600484705,0.01063829787235,0.00881109471639,0.41075499163500007,0.428678678679,0.560560560561,9.1,0.47304999999999997,0.0007147962830593281,0.25608028335301064,0.03742621015348288,0.353482880755608
221,Bolivar County,ms,13.0,12.0,641.8168942817999,876.5733039999999,905.8175639999998,33803,591.2858575,39348.6841117,0.0059294827597847505,0.70129929327125,0.002784635067929125,0.0,0.273733550975525,0.013296168966484376,0.002956868959018875,0.285589412556375,0.6554438469330001,0.331306990881,9.1,0.48818749999999994,0.000914526908195568,0.15735289767180427,0.08691536254178624,0.3500872703606189
349,Calhoun County,ms,16.0,12.0,1703.001705188,586.573393,587.9596379999999,14789,201.513616,41858.36524376,0.000778715120052,0.2968517427584,0.0,0.00495433385504,0.658367963913,0.02379764357104,0.015249600782684,0.439784504739,0.297207761477,0.687805647578,9.1,0.45504,0.002313141535347694,0.22942727703022517,0.04246399350868889,0.37730745824599365
396,Carroll County,ms,4.0,4.0,407.55156009200005,628.2426,634.5851,10338,17.31928,52883.7830982,0.002516609623515,0.3298911898775,0.00171129454399,0.0,0.6539134080875,0.0,0.0119674978672,0.420931997378,0.301279707495,0.6899451553929999,9.1,0.47775,0.000790670092903736,0.2639775585219578,0.05494292899980654,0.3583865351131747
486,Chickasaw County,ms,27.0,16.0,2936.4660716606,501.7792,504.24602,17391,61.1773625,43789.07139305,0.003716216216225,0.43498144055225,0.00038084822026775004,0.0,0.54645004228975,0.0038854268776649997,0.01058602584388,0.46369724892850006,0.462484157161,0.5230671736379999,9.1,0.477475,0.0035904255319148936,0.2428267494681157,0.048300845264792135,0.3768615950779139
496,Choctaw County,ms,1.0,1.0,31.633197259099997,418.17739300000005,419.85538099999997,8354,152.30737333333335,41216.99740516667,0.0021761598094543334,0.31057411562753334,0.0,0.0,0.678910370309,0.0012743491716733332,0.007065005082236668,0.38853230143966666,0.298009950249,0.687313432836,9.1,0.44383333333333336,0.0002403268445085316,0.22767536509456548,0.05638017716064161,0.34965286090495573
508,Claiborne County,ms,13.0,4.0,1928.36020958,487.405901,501.20350099999996,9330,303.59047,32779.40576236667,0.009319158469996666,0.84671470817,0.00211909646671,0.0,0.13552261639486665,0.0011686258335066666,0.005155794664866666,0.25875494186700004,0.8540961408259999,0.140148950575,9.1,0.5035333333333334,0.003082760256106237,0.1705251875669882,0.04855305466237942,0.2584137191854234
530,Clarke County,ms,6.0,6.0,425.34172363100004,691.55441,693.53486,16362,53.6808525,47032.24947615,0.0010683760683750001,0.36908593483,0.002403846153845,0.0,0.62187753304225,0.0004681647940075,0.0050961451116365,0.40153872889825,0.33138856476100004,0.659665499806,9.1,0.44744999999999996,0.0007609384908053266,0.23499572179440167,0.06753453123090086,0.3888888888888889
544,Clay County,ms,15.0,11.0,2179.2705075244003,410.0767660000001,416.005461,20279,700.5413220000002,45167.776943540004,0.00635514018692,0.5884632810389999,0.0009560757780119999,0.0,0.39790086734739993,0.000631412786108,0.005693222862307999,0.4712354417756,0.5717871485939999,0.41526104417700005,9.1,0.47836,0.0016325642141924248,0.21717047191676117,0.0791952265890823,0.3710242122392623
574,Coahoma County,ms,14.0,11.0,821.1913797873999,552.4420854999998,583.1523974999999,25254,1029.489187142857,41789.034963442864,0.0067116714571128595,0.7541395696255714,0.001401919152422857,0.0,0.2299190928124571,0.0015103056147857143,0.0063174413375085715,0.31210668697530003,0.7156642728899999,0.272217235189,9.1,0.4610142857142857,0.0013026891225458267,0.1671814366041023,0.07638393917795201,0.3447374673319078
630,Copiah County,ms,12.0,12.0,803.9404404016001,777.244072,779.464564,28921,242.31509833333334,48025.28213328333,0.004386178831633333,0.5159357047736667,0.00011240375428533333,0.0,0.46029677416683334,0.011286009850503332,0.007982928623086666,0.4582526799371667,0.520997816227,0.46833529313,9.1,0.48103333333333337,0.000989282769991756,0.20497216555444142,0.06600739946751495,0.35545105632585317
640,Covington County,ms,1.0,1.0,27.3307943419,413.79211000000004,414.930763,19471,129.07361,41234.98975015,0.0017268600749949998,0.40859665671215006,0.0015384615384625,0.0021794871794875003,0.571940630819,0.000937438326425,0.013080465349347498,0.42385704831875004,0.37167235494900003,0.616951080774,9.1,0.4436,0.00011761938367442955,0.24215499974320784,0.0565969903959735,0.3404036772636228
740,DeSoto County,ms,101.0,98.0,5604.8124370574,476.1452754999999,497.01101079999995,168586,1509.4135381818187,66544.88505007271,0.012904729869107578,0.2430178434054727,0.0014385252651239395,0.0002253842658515152,0.708806370688212,0.011299085827026666,0.022308060679206976,0.41003403038048486,0.3107056949170002,0.6584455343480006,9.1,0.36766060606060613,0.0015950474566099714,0.19297569193171438,0.10085653612992775,0.4901593252108716
939,Forrest County,ms,30.0,25.0,2323.3314224400997,466.31415239999995,470.23317840000004,76267,1590.8873629411767,49975.256012176476,0.00963405887364235,0.4044001245500705,0.002794513065827059,6.20992656764706e-05,0.5538357168687824,0.012391770064681175,0.016881717311497058,0.3729214126773235,0.413099252309,0.5552338366810001,9.099999999999998,0.47461764705882353,0.0009236168837166343,0.1710438328503809,0.0929891040686011,0.4280619402887225
958,Franklin County,ms,2.0,2.0,26.077850560799998,563.7792,566.7631,7857,13.649187999999999,55129.769885400005,0.0017414860681099998,0.409903186923,0.0012558133936605,0.0,0.5827669904335,0.0,0.00433252318165,0.44550147782750005,0.3486608201,0.636406731453,9.1,0.46845000000000003,0.0004811161895597787,0.2522591319842179,0.07114674812269314,0.394807178312333
1023,George County,ms,0.0,0.0,0.0,478.70846099999994,483.65297100000004,23104,145.245038,60499.28361624,0.007244138398378,0.09235891123874,0.00300107315684,0.0,0.8793663341422,0.0068909642133780005,0.011138578850188,0.20249724643256,0.10304139965399997,0.880073237717,9.1,0.45977999999999997,0.0,0.26333102493074795,0.04895256232686981,0.3575138504155125
1107,Greene County,ms,0.0,0.0,0.0,712.7553,718.6962,14129,20.26536,50770.30865155,0.0,0.24833766453550002,0.002340345589265,0.0,0.7291524966725,0.003991993988960001,0.016177499213785,0.3919197806785,0.179530516432,0.809201877934,9.1,0.43495,0.0,0.26024488640385024,0.040059452190530115,0.2799207304126265
1123,Grenada County,ms,13.0,13.0,689.40088961583,422.1067269999999,449.403656,21591,598.1176820000001,44777.397108720004,0.004279833824083999,0.5082497204252,0.0,0.0,0.4841556626757999,0.0,0.0033147830745780004,0.3649882774584,0.420034476154,0.568856540893,9.1,0.47620000000000007,0.0012783951224309175,0.20012968366448983,0.0657218285396693,0.3783520911490899
1170,Hancock County,ms,41.0,22.0,3206.6284077873997,473.74838300000005,552.500121,45627,505.9631528571428,54511.692082042864,0.007440788959042857,0.10353731546612857,0.0002173972118814286,0.0,0.8598964082348571,0.013670147556640002,0.015237942571239999,0.23915111461164287,0.189530170691,0.783239139122,9.1,0.4280571428571429,0.0017675461286428694,0.20284042343349332,0.09264251430074298,0.4050671751375282
1205,Harrison County,ms,422.0,164.0,44684.15314716886,573.9939869000001,976.1709754000004,196268,1415.4962517777778,52866.23544814318,0.029236770988584668,0.25992288450328666,0.004152620712022,7.930402914622223e-05,0.6640861191695334,0.009810057339344909,0.032712243258098676,0.4001794033964534,0.33312391262299995,0.6396997229199998,9.100000000000007,0.4334318181818182,0.004751128674525169,0.18750382130556179,0.08626469928872765,0.4224376872439725
1262,Hinds County,ms,230.0,142.0,22342.47967112263,869.7411023,877.2920491000001,245874,2028.98330359375,48634.32617963125,0.007415192268311469,0.7353404721792408,0.0013764761893187809,0.00014254719857921874,0.2412354628442956,0.007416448412191422,0.007073400908117657,0.26558275120942276,0.7092510050689996,0.2722316902640002,9.10000000000001,0.44815312500000004,0.002211283313463831,0.15592132555699262,0.10095821436996186,0.429097830596159
1270,Holmes County,ms,5.0,3.0,993.2648642080001,756.6989,764.6174000000001,18772,26.495554000000006,31388.67336738,0.00375979112272,0.8244089258388,0.000570017100514,0.0,0.16704015347152001,0.0,0.004221112466538001,0.2849745097724,0.8261178140530001,0.16337828247000002,9.1,0.53304,0.0005938947618482005,0.22224589814617515,0.05098018325165139,0.2823886639676113
1306,Humphreys County,ms,0.0,0.0,0.0,418.491061,431.23360099999996,8984,348.14368833333333,35936.309563033334,0.0018185124568100002,0.7239078404903334,0.0012232415902133332,0.0,0.252589218032,0.009395411248283332,0.011065776182181332,0.399008513543,0.7368713531540001,0.25673798277300003,9.1,0.5121333333333333,0.0,0.17531166518254676,0.04930988423864648,0.29808548530721285
1344,Issaquena County,ms,0.0,0.0,0.0,413.0451,441.4265,1291,3.125566,33406.651376099995,0.0,0.651432997676,0.0,0.0,0.34314484895400005,0.00542215336948,0.0,0.45785726242799996,0.565092989986,0.426323319027,9.1,0.4807,0.0,0.2749806351665376,0.034856700232378,0.23625096824167313
1346,Itawamba County,ms,4.0,4.0,234.1952044021,532.78692,540.4498330000001,23451,117.92216599999999,49884.49714307999,0.0029099441341639996,0.07888115417762001,8.02407221664e-05,0.0,0.9025563967010001,0.006468142782315998,0.009104121482732,0.16956931745210002,0.11417894955400001,0.870354992734,9.1,0.45499999999999996,0.00039389463318562285,0.21090785041149632,0.058291757281139396,0.40202976418916037
1362,Jackson County,ms,132.0,100.0,7205.168156951799,722.7537871000001,1043.3957510000002,140676,1123.1355775,60257.597924082154,0.01684533822904393,0.2972835222185846,0.0031155258225878573,0.0,0.6533998280852107,0.013017010426899286,0.01633877521751143,0.3438741810650429,0.28784779500700003,0.686330144067,9.099999999999998,0.4435857142857142,0.002167879255694789,0.20925388836759645,0.08078847848957889,0.4181523500810373
1379,Jasper County,ms,2.0,2.0,119.049347831,676.24301,677.4713,16588,42.910484999999994,43862.888568775,4.8581422463999996e-05,0.54747795540175,0.00024003840614500002,0.0,0.4457411426415,0.0012219959266800001,0.005270286201546499,0.433468385753,0.515706188002,0.476145488899,9.1,0.471025,0.00024330900243309004,0.2471666264769713,0.06094767301663853,0.37720038582107546
1397,Jefferson County,ms,0.0,0.0,0.0,519.9330979999999,527.264398,7586,345.71614,34209.0106789,0.0025,0.884343530361,0.0,0.0,0.11315646963914999,0.0,0.0,0.2003978095465,0.864731795802,0.126716766002,9.1,0.492,0.0,0.23596098075402056,0.0427102557342473,0.24532032691800684
1410,Jefferson Davis County,ms,2.0,2.0,49.4634192482,408.44294,409.13833999999997,11941,29.725703333333332,36116.963452966665,0.0,0.602106504935,0.0,0.0,0.39449248332066666,0.0010643626346099999,0.0023366491098433333,0.4750999088123333,0.596440596441,0.395382395382,9.1,0.4775666666666667,0.0003405994550408719,0.2710828238840968,0.06741478938112386,0.34285235742400133
1439,Jones County,ms,16.0,16.0,959.1640190069,694.795054,699.7081380000001,68276,345.1095835714286,53836.04256815385,0.006420520022788463,0.30128239100613075,0.0024535172430230766,0.0,0.6767478715226923,0.004467373319186923,0.008628326886076922,0.3535438065893769,0.27426548672600004,0.7106548672570002,9.099999999999998,0.4773615384615385,0.0005601456378658452,0.1836662956236452,0.06775440857695236,0.38719315718554104
1462,Kemper County,ms,7.0,6.0,177.592202015,766.1824,767.025,10211,13.288210000000001,37917.83466005,0.0009504060826000001,0.573329403124,0.04362567811935,0.0,0.379042975604,0.0,0.003051537070525,0.5014745758000001,0.60939857728,0.383272256952,9.1,0.44435,0.00148022837809262,0.20536676133581433,0.05229654294388405,0.3463911468024679
1535,Lafayette County,ms,44.0,30.0,2162.9256827642002,631.7081360000001,679.207322,51169,834.997746,59290.77311984,0.019067157602574,0.23756551320070002,0.0010584019366070001,0.0013759015380789999,0.7243533488939999,0.0048121014107991005,0.011767575417316,0.3947296870465,0.40566133794900006,0.5535077894310001,9.099999999999998,0.5004600000000001,0.0018704301989457576,0.11686763470069769,0.1210498544040337,0.44136098028102955
1554,Lamar County,ms,15.0,14.0,941.4437932859,497.05550100000005,500.433574,58885,379.0557074999999,66055.454034475,0.012084955161297376,0.1965988275137125,0.0017606747743612499,0.0,0.764318491464375,0.008881210651742499,0.0163558404346075,0.336812297716,0.20861077794799998,0.7648372554699999,9.1,0.4148375000000001,0.0006197834889678539,0.15340069627239536,0.1507684469729133,0.4577056975460644
1577,Lauderdale County,ms,72.0,55.0,4326.76774422703,703.6336610000002,715.1534700000002,79832,1062.3982542105266,48515.32653181579,0.006307119765102631,0.4741957158939053,0.0018412723814779477,0.00017956545160736844,0.49949661375447374,0.0061455173746,0.01183419537873579,0.3470085051020526,0.3766354817549999,0.6066903718019999,9.099999999999998,0.43304736842105274,0.0020639243227748316,0.20316414470387814,0.07974245916424491,0.41019891772722716
1589,Lawrence County,ms,3.0,1.0,177.137758661,430.66780000000006,435.7695,12586,30.662706666666665,48969.04466236667,0.0006268609935733333,0.2999604092826,0.0014577259475233332,0.0,0.6856477354620001,0.0015671524839366666,0.010740115829983334,0.3819090396586667,0.3446042028760001,0.643387580976,9.1,0.47759999999999997,0.0004977600796416127,0.23629429524868903,0.05688860638805021,0.36850468774829176
1597,Leake County,ms,4.0,3.0,442.7910901182,583.00042,585.47693,23153,65.38528399999998,47344.356657699995,0.0016072024155230004,0.395037852771,0.04310096499504,0.0,0.5553662053026,0.000588427590716,0.004299346925116,0.47003100481579996,0.424253200569,0.5660265528689999,9.1,0.46152,0.0004248088360237893,0.21979873018615298,0.052779337450870295,0.3687211160540751
1607,Lee County,ms,139.0,111.0,9511.6032015983,449.9509600000001,453.17468600000007,85036,584.0038510526316,55855.696481738894,0.0068025302981047225,0.3104614751967434,0.002061250373783333,0.00011946752891344444,0.6576482382428331,0.007931510155254999,0.014975528204370555,0.3941950524354499,0.30133858760200005,0.6785200475389997,9.099999999999998,0.4403166666666667,0.0038449835412575034,0.1801001928594948,0.09203161014158709,0.4428006961757373
